CUSTOMER_ID,propensity_score,Strategy
PA00934372,0.46015868,E-mail
OG00400896,0.46015868,E-mail
VL00550357,0.4602383,E-mail
VU00846046,0.4602572,E-mail
SW00899300,0.46034375,E-mail
LN00656064,0.4603836,E-mail
XL00276857,0.46042615,E-mail
XL00276857,0.46042618,E-mail
RF00549682,0.4605762,E-mail
BB00319202,0.46081623,E-mail
MU00545660,0.46082085,E-mail
OB00454957,0.46082085,E-mail
BQ00380187,0.46082085,E-mail
TO00544922,0.46082085,E-mail
GQ00665779,0.4608519,E-mail
QI00354122,0.4608519,E-mail
JX00555512,0.4608519,E-mail
JG00769951,0.46093482,E-mail
NV00927515,0.46096435,E-mail
RV00695934,0.4610951,E-mail
FM00790014,0.46118164,E-mail
FE01121230,0.4612082,E-mail
NR00425580,0.46131724,E-mail
IG00907849,0.46137542,E-mail
IC01118313,0.46140915,E-mail
SA00673801,0.46152297,E-mail
SD00671531,0.46152297,E-mail
HA00860907,0.46152297,E-mail
WI00626428,0.46153027,E-mail
HQ01122684,0.46156308,E-mail
LR00374463,0.46159706,E-mail
TN00955033,0.461604,E-mail
GP00912838,0.461604,E-mail
GS00985579,0.461604,E-mail
GS00985579,0.46160403,E-mail
YP00266879,0.46160403,E-mail
NH00988255,0.46162653,E-mail
RV00400782,0.4616312,E-mail
TT00283016,0.4616518,E-mail
MD00651165,0.4616685,E-mail
PJ00633186,0.4616685,E-mail
JU00832868,0.46181288,E-mail
HA00411698,0.46194974,E-mail
UQ00629272,0.46200997,E-mail
TM00954871,0.46208134,E-mail
VA00338843,0.46208248,E-mail
HO00805913,0.46212703,E-mail
XC00638110,0.46231943,E-mail
GG00845039,0.46242857,E-mail
KR00932436,0.46266872,E-mail
TD00913819,0.46267572,E-mail
LL00957391,0.4626898,E-mail
TL00306652,0.46280703,E-mail
BC00825278,0.46286437,E-mail
PQ00559786,0.4629301,E-mail
BZ01121231,0.46293974,E-mail
OM00756698,0.4630998,E-mail
OA00775024,0.46316323,E-mail
EC00291363,0.46316323,E-mail
EL00406690,0.46317783,E-mail
MS00402478,0.46317783,E-mail
TZ00692937,0.46317783,E-mail
MS00904740,0.46317783,E-mail
RN00373549,0.46317783,E-mail
VN00941072,0.46317783,E-mail
PU00468479,0.46317783,E-mail
JJ00638703,0.46317783,E-mail
QR00442812,0.46317783,E-mail
SI00332542,0.46317783,E-mail
XF00940925,0.46317783,E-mail
IC00473065,0.46317783,E-mail
AA00686406,0.46317783,E-mail
ON00326963,0.46317783,E-mail
MG00314900,0.46317783,E-mail
QC00941125,0.46317783,E-mail
WY00334431,0.46317783,E-mail
QU00340183,0.46317783,E-mail
TX00416792,0.46317783,E-mail
MS00904740,0.46317786,E-mail
CY00669845,0.46317786,E-mail
PU00468479,0.46317786,E-mail
TX00416792,0.46317786,E-mail
RN00373549,0.46317786,E-mail
TZ00692937,0.46317786,E-mail
JJ00638703,0.46317786,E-mail
VL00678199,0.46317786,E-mail
AA00686406,0.46317786,E-mail
WY00334431,0.46317786,E-mail
IC00473065,0.46317786,E-mail
SI00332542,0.46317786,E-mail
XJ00943205,0.46317786,E-mail
FE00291323,0.46317786,E-mail
MS00402478,0.46317786,E-mail
ON00326963,0.46317786,E-mail
GS00693033,0.46317786,E-mail
QR00442812,0.46317786,E-mail
MD00555706,0.46327716,E-mail
RO00670956,0.46332553,E-mail
RQ00627185,0.46365649,E-mail
BX00445075,0.46376935,E-mail
GU00956842,0.4638566,E-mail
FB00428006,0.46386257,E-mail
DM00945806,0.46393448,E-mail
RA00987471,0.4640266,E-mail
SW00362159,0.4641488,E-mail
CC00740545,0.4642101,E-mail
BP00671323,0.46421012,E-mail
CC00740545,0.46421012,E-mail
QA00829371,0.4643154,E-mail
KV00454282,0.4643212,E-mail
UE00858582,0.4643212,E-mail
UA00683337,0.4643217,E-mail
WI00871556,0.46462384,E-mail
KD00780430,0.4648095,E-mail
KU00648398,0.46485066,E-mail
ES00847044,0.46486536,E-mail
RD00295162,0.46486536,E-mail
LH00423807,0.46486536,E-mail
UJ00455249,0.46486536,E-mail
MR00956915,0.46486536,E-mail
MR00956915,0.4648654,E-mail
RD00295162,0.4648654,E-mail
EY00331599,0.4648787,E-mail
SO00413680,0.4648787,E-mail
HM00758080,0.4648787,E-mail
CL00328735,0.4649947,E-mail
OS00348314,0.46500564,E-mail
RB00961198,0.46503267,E-mail
JP00322951,0.46512866,E-mail
YG00302488,0.46540222,E-mail
TU00956091,0.46556243,E-mail
JN00539265,0.46557832,E-mail
OR00645085,0.46566448,E-mail
JU00421678,0.4657344,E-mail
PH00663684,0.4657344,E-mail
OM00556179,0.4657344,E-mail
OM00556179,0.46573442,E-mail
CP00663048,0.46574506,E-mail
GU00663048,0.46574506,E-mail
IK00267286,0.46576267,E-mail
EY00559911,0.4661115,E-mail
FF00656305,0.4661115,E-mail
AY00807261,0.4661115,E-mail
GK00464950,0.4661115,E-mail
WZ00524997,0.4661115,E-mail
SC00675243,0.4661115,E-mail
NB00830677,0.4661115,E-mail
SC00675243,0.4661115,E-mail
WZ00524997,0.4661115,E-mail
MH00318917,0.4661115,E-mail
GK00464950,0.4661115,E-mail
MH00318917,0.4661115,E-mail
AY00807261,0.4661115,E-mail
FF00656305,0.4661115,E-mail
BQ00267289,0.4661115,E-mail
BQ00267289,0.4661115,E-mail
OB00632511,0.4661115,E-mail
DI00956265,0.46611753,E-mail
GB00603636,0.46621895,E-mail
RX00772900,0.46628037,E-mail
YY00267325,0.4666298,E-mail
YK00480964,0.46675292,E-mail
MT00337985,0.46677962,E-mail
DA00546039,0.46677962,E-mail
DA00546039,0.46677962,E-mail
DI00956265,0.46677962,E-mail
KV00942243,0.46677962,E-mail
JA00742399,0.4669299,E-mail
DG00773596,0.4669299,E-mail
IK00936454,0.4669299,E-mail
SV00482000,0.4669299,E-mail
KG00690964,0.4669299,E-mail
DG00773596,0.4669299,E-mail
VQ00702982,0.4669299,E-mail
FM00423616,0.4669299,E-mail
RU00546012,0.4669299,E-mail
SV00482000,0.4669299,E-mail
RU00546012,0.4669299,E-mail
WJ00457057,0.4669299,E-mail
UI00825763,0.46694157,E-mail
GT00860707,0.46694157,E-mail
HL00846604,0.46696714,E-mail
MU00545660,0.46696714,E-mail
MU00988186,0.46696714,E-mail
BQ00380187,0.46696714,E-mail
EY00691185,0.46696714,E-mail
OB00454957,0.46696714,E-mail
AL00798587,0.46696714,E-mail
RS00798875,0.46696714,E-mail
XH00753139,0.46696714,E-mail
YN00981600,0.46696714,E-mail
KA00341512,0.46696714,E-mail
KV00651570,0.46696714,E-mail
QF00421560,0.46696714,E-mail
CI00418000,0.46696714,E-mail
CI00418000,0.46696717,E-mail
XH00753139,0.46696717,E-mail
HL00846604,0.46696717,E-mail
QF00421560,0.46696717,E-mail
KV00651570,0.46696717,E-mail
RS00798875,0.46696717,E-mail
WR00917619,0.46696717,E-mail
MU00988186,0.46696717,E-mail
KA00341512,0.46696717,E-mail
AL00798587,0.46696717,E-mail
XY00324687,0.46698955,E-mail
AP00800555,0.46698955,E-mail
FN00644674,0.46698955,E-mail
AP00800555,0.46698958,E-mail
XY00324687,0.46698958,E-mail
FN00644674,0.46698958,E-mail
BG00909342,0.46707025,E-mail
QZ00943284,0.46707025,E-mail
PP00641829,0.46707025,E-mail
HK00731561,0.46707025,E-mail
HK00731561,0.46707025,E-mail
LU00466736,0.46707025,E-mail
PP00641829,0.46707025,E-mail
NP00391442,0.4671082,E-mail
DZ00931184,0.46714053,E-mail
TP00917632,0.46717834,E-mail
EA00337650,0.46717834,E-mail
YP00744395,0.46717834,E-mail
SV00663629,0.4672195,E-mail
SN00692810,0.4672779,E-mail
GB00739941,0.46730798,E-mail
XO01118190,0.4673233,E-mail
YB00549359,0.46738744,E-mail
LN00685730,0.46738744,E-mail
YB00549359,0.46738744,E-mail
DE00563042,0.46738744,E-mail
EZ00747631,0.46738744,E-mail
LI00747630,0.46738744,E-mail
MC00369215,0.46738744,E-mail
EZ00747631,0.46738744,E-mail
LI00747630,0.46738744,E-mail
BO00623652,0.46738744,E-mail
JN00936668,0.46739268,E-mail
VN00298319,0.46745977,E-mail
OK00682559,0.46745977,E-mail
EM00627527,0.46745977,E-mail
FD00840749,0.4675169,E-mail
XR00845424,0.46759164,E-mail
KI00315270,0.46769127,E-mail
HS00356691,0.4676996,E-mail
CQ00691700,0.46770555,E-mail
LJ00318942,0.46771693,E-mail
QT00551537,0.467734,E-mail
QT00551537,0.467734,E-mail
KV00831841,0.467734,E-mail
WN00340491,0.4678062,E-mail
RT00904832,0.46787047,E-mail
OJ00412634,0.46791115,E-mail
WB00555170,0.46798047,E-mail
PO00733161,0.46810657,E-mail
UB00306453,0.46839708,E-mail
GB00454812,0.46839708,E-mail
PA00694054,0.46839708,E-mail
JX00434573,0.46839708,E-mail
KT00565205,0.46839708,E-mail
GY00298527,0.46839708,E-mail
UY00483761,0.46839708,E-mail
DD00764465,0.46839708,E-mail
GB00454812,0.4683971,E-mail
GY00298527,0.4683971,E-mail
DD00764465,0.4683971,E-mail
UB00306453,0.4683971,E-mail
KT00565205,0.4683971,E-mail
JX00434573,0.4683971,E-mail
PA00694054,0.4683971,E-mail
JV00373578,0.4683971,E-mail
TR00645437,0.46843654,E-mail
VU00481851,0.4685011,E-mail
IF00267670,0.4685265,E-mail
NZ00809481,0.46858707,E-mail
DG00823107,0.46860743,E-mail
EP00412311,0.46872178,E-mail
IH00697450,0.46872514,E-mail
JL00750457,0.4688436,E-mail
PY00739918,0.4690574,E-mail
PT00437826,0.46907106,E-mail
XQ00959739,0.46930572,E-mail
YG00334761,0.46936655,E-mail
YG00334761,0.46936655,E-mail
AO00936809,0.46939284,E-mail
KG00690964,0.46942845,E-mail
RE00445818,0.46944317,E-mail
MF00393180,0.46963063,E-mail
WY00908563,0.46975318,E-mail
ML00602985,0.4697532,E-mail
EN00850880,0.4698507,E-mail
TT00565006,0.46999153,E-mail
VG00649542,0.46999282,E-mail
KV00356730,0.47019124,E-mail
DL00322957,0.47019124,E-mail
EZ00898658,0.47019124,E-mail
LX00444220,0.47019124,E-mail
YI00908977,0.47019124,E-mail
EZ00898658,0.47019124,E-mail
QB00669308,0.47031394,E-mail
TL00306652,0.47046316,E-mail
WQ00789946,0.47047997,E-mail
CQ00698291,0.47050136,E-mail
IG00326411,0.4705351,E-mail
ED00542600,0.4705977,E-mail
BS00374233,0.47059995,E-mail
BH00652241,0.47059995,E-mail
PF00680396,0.47059995,E-mail
IA00706617,0.47059995,E-mail
TG00370958,0.47059995,E-mail
MC00290260,0.47059995,E-mail
LJ00346203,0.47059995,E-mail
VO00555615,0.47059995,E-mail
MC00290260,0.47059998,E-mail
BS00374233,0.47059998,E-mail
TG00370958,0.47059998,E-mail
MG00636156,0.47059998,E-mail
YW00540033,0.47059998,E-mail
PF00680396,0.47059998,E-mail
XY00803250,0.47059998,E-mail
TN00331079,0.47059998,E-mail
VO00555615,0.47059998,E-mail
LJ00346203,0.47059998,E-mail
RD00943329,0.470656,E-mail
NU00449856,0.470656,E-mail
FK00685475,0.470656,E-mail
EC00328868,0.470656,E-mail
EP00438636,0.470656,E-mail
IE00656982,0.470656,E-mail
MI00688799,0.470656,E-mail
NU00449856,0.47065604,E-mail
MI00688799,0.47065604,E-mail
EC00328868,0.47065604,E-mail
FK00685475,0.47065604,E-mail
RD00943329,0.47065604,E-mail
EP00438636,0.47065604,E-mail
HT00671115,0.47065604,E-mail
IE00656982,0.47065604,E-mail
RJ00908429,0.4706741,E-mail
HS00942094,0.47069407,E-mail
CM00701536,0.47085547,E-mail
LT00784086,0.4709714,E-mail
LF00681994,0.47106913,E-mail
XC00291354,0.47106913,E-mail
FV00463530,0.47109413,E-mail
AC00910948,0.47113347,E-mail
PQ00680614,0.4711724,E-mail
SC00954847,0.47118297,E-mail
IH00692841,0.47119325,E-mail
GG00525031,0.47124496,E-mail
LS00764612,0.47130075,E-mail
SJ00478811,0.4713211,E-mail
WZ00475487,0.47132382,E-mail
LC00923424,0.4713808,E-mail
FC00981279,0.471443,E-mail
LU00462238,0.47145298,E-mail
LE00316811,0.47146243,E-mail
PM00697444,0.4715462,E-mail
XC00449174,0.47163478,E-mail
AT00311644,0.47172484,E-mail
DB00332612,0.47172484,E-mail
YJ00797579,0.47182593,E-mail
KV00942243,0.47185183,E-mail
BY00988436,0.4718648,E-mail
NA00915638,0.4718817,E-mail
VT00380192,0.4718817,E-mail
DY00669702,0.47196946,E-mail
DT00905725,0.47202626,E-mail
LN00656064,0.47202626,E-mail
QN00909272,0.4720705,E-mail
HM00483709,0.47208795,E-mail
KH00653400,0.472219,E-mail
TT00399990,0.47227693,E-mail
LJ00701402,0.47261363,E-mail
WD00343445,0.47261494,E-mail
MV00540791,0.47264084,E-mail
UF00730993,0.47264084,E-mail
SF00842708,0.47264084,E-mail
DM00912064,0.47264084,E-mail
QM00693447,0.472759,E-mail
BP00904959,0.47279453,E-mail
EY00729314,0.47279453,E-mail
GE00935805,0.47279453,E-mail
GS00696374,0.47279453,E-mail
CP00663048,0.47279453,E-mail
VM00642839,0.47279453,E-mail
UR00707031,0.47279453,E-mail
IF00908843,0.47279453,E-mail
BW00663313,0.47279453,E-mail
RT00296666,0.47279453,E-mail
EX00265019,0.47279453,E-mail
VF00787355,0.47279453,E-mail
GU00663048,0.47279453,E-mail
IF00908843,0.47279453,E-mail
BP00904959,0.47279453,E-mail
KF00648707,0.47279453,E-mail
PO00269743,0.47279453,E-mail
PO00269743,0.47279453,E-mail
MK00908843,0.47279453,E-mail
WC00908126,0.47279453,E-mail
EI00678924,0.47279453,E-mail
TD00791502,0.47279453,E-mail
AE00956266,0.47279453,E-mail
GS00696374,0.47279453,E-mail
TT00399990,0.47279453,E-mail
VG00942198,0.47279453,E-mail
KF00648707,0.47279453,E-mail
KZ00741067,0.47279453,E-mail
CY00940765,0.47279453,E-mail
TD00791502,0.47279453,E-mail
EY00729314,0.47279453,E-mail
MK00908843,0.47279453,E-mail
YI00471572,0.47279453,E-mail
VG00942198,0.47279453,E-mail
TN00331079,0.47282162,E-mail
YI00441796,0.47307408,E-mail
AJ00411837,0.47321677,E-mail
VT00691737,0.47324055,E-mail
CG00935726,0.47328368,E-mail
CG00935726,0.4732837,E-mail
FV00431258,0.47332707,E-mail
PT00679723,0.4733759,E-mail
DJ00473257,0.47341186,E-mail
NZ00396620,0.47344422,E-mail
NZ00396620,0.47344422,E-mail
TQ00704405,0.47348544,E-mail
JP00956707,0.47351545,E-mail
OS00288560,0.47356957,E-mail
RX00767577,0.47371253,E-mail
CR00551482,0.47376737,E-mail
UZ00908055,0.4737885,E-mail
SH00321219,0.4737885,E-mail
SH00321219,0.4737885,E-mail
RU00696617,0.4737885,E-mail
UZ00908055,0.4737885,E-mail
UN00939121,0.4738013,E-mail
WR00398652,0.47383553,E-mail
IJ00396434,0.47398353,E-mail
UU00950423,0.47400337,E-mail
SN00917359,0.474089,E-mail
PH00663684,0.4741004,E-mail
AR00637717,0.47413096,E-mail
EX00265019,0.4742981,E-mail
AE00956266,0.4742981,E-mail
EI00678924,0.4742981,E-mail
BX00899295,0.47430274,E-mail
KM00630675,0.4743587,E-mail
EB00560157,0.47444707,E-mail
OF00554790,0.47445527,E-mail
MZ00931297,0.474504,E-mail
TG00901949,0.474504,E-mail
DQ00955815,0.47462672,E-mail
IH00935675,0.47462672,E-mail
DQ00955815,0.47462675,E-mail
IH00935675,0.47462675,E-mail
WK00641345,0.47462675,E-mail
FS00354974,0.47462675,E-mail
AI00268909,0.47465053,E-mail
RH00305795,0.47467175,E-mail
PY00651967,0.47471938,E-mail
XR00624105,0.4747427,E-mail
JA00362435,0.4747691,E-mail
WA00640977,0.47476977,E-mail
XQ00673564,0.47511092,E-mail
PH00900349,0.47511473,E-mail
MX00284274,0.4752643,E-mail
RB00943446,0.4752825,E-mail
UX00870557,0.47533354,E-mail
HN00316340,0.47536755,E-mail
BV00463146,0.4753972,E-mail
GP00877848,0.4755472,E-mail
RV00626066,0.47554722,E-mail
GP00877848,0.47554722,E-mail
NL00437203,0.47568947,E-mail
XB00448187,0.47569165,E-mail
VF00679267,0.47569165,E-mail
BX00445075,0.47569165,E-mail
VF00679267,0.47569165,E-mail
DI00540265,0.47569165,E-mail
XB00448187,0.47569165,E-mail
NP00438951,0.47574612,E-mail
BW00663313,0.47580165,E-mail
EG00740869,0.47583762,E-mail
DL00837646,0.47583762,E-mail
XM00368715,0.47600713,E-mail
LX00444220,0.47604322,E-mail
SY00669732,0.47604322,E-mail
JC00673460,0.47605643,E-mail
EM00818133,0.47615412,E-mail
OD00964004,0.47615412,E-mail
QI00279554,0.47615412,E-mail
KY00556669,0.47615412,E-mail
ON00411040,0.47615412,E-mail
NG00289167,0.47615412,E-mail
XE00647079,0.47615412,E-mail
MD00555706,0.47615412,E-mail
GG00654010,0.47615412,E-mail
UY00898292,0.47615412,E-mail
QT00662453,0.47615412,E-mail
HG00732108,0.47615412,E-mail
FC00297499,0.47615412,E-mail
RZ00926839,0.47615412,E-mail
PN00670768,0.47615412,E-mail
UG00648840,0.47615412,E-mail
EX00941071,0.47615412,E-mail
HW00430198,0.47615412,E-mail
KA00681053,0.47615412,E-mail
VT00943033,0.47615412,E-mail
EJ00458079,0.47615412,E-mail
HG00732108,0.47615415,E-mail
EM00818133,0.47615415,E-mail
XE00647079,0.47615415,E-mail
ON00411040,0.47615415,E-mail
NG00289167,0.47615415,E-mail
NW00762753,0.47615415,E-mail
UG00648840,0.47615415,E-mail
KA00681053,0.47615415,E-mail
KY00556669,0.47615415,E-mail
HW00430198,0.47615415,E-mail
VT00943033,0.47615415,E-mail
QI00279554,0.47615415,E-mail
RA00900052,0.47615415,E-mail
EX00941071,0.47615415,E-mail
EJ00458079,0.47615415,E-mail
UY00898292,0.47615415,E-mail
RZ00926839,0.47615415,E-mail
YW01119580,0.47622934,E-mail
UG00560596,0.4762345,E-mail
GZ00935676,0.4762345,E-mail
CM00900403,0.4762345,E-mail
GB00739941,0.47623453,E-mail
CM00900403,0.47623453,E-mail
NP00788534,0.47623453,E-mail
GZ00935676,0.47623453,E-mail
UG00560596,0.47623453,E-mail
HG00957703,0.4762478,E-mail
GB00863285,0.4763206,E-mail
FA00630364,0.4763206,E-mail
VG00405148,0.4763206,E-mail
GB00863285,0.4763206,E-mail
FA00630364,0.4763206,E-mail
MV00831575,0.4763206,E-mail
BW00310389,0.4765594,E-mail
GJ00636303,0.4766012,E-mail
IQ00809326,0.4766076,E-mail
PH00634642,0.47669178,E-mail
GC00540079,0.47683463,E-mail
DO00703589,0.47690868,E-mail
WG00825816,0.47691068,E-mail
DT00314778,0.47699332,E-mail
WB00691566,0.4770841,E-mail
VU00678314,0.4771567,E-mail
XA00898390,0.47723818,E-mail
TV00898390,0.47723818,E-mail
UZ00428758,0.47729707,E-mail
DA00628648,0.4773238,E-mail
PQ00306708,0.47742677,E-mail
IC00930535,0.47749496,E-mail
KP00433100,0.47758248,E-mail
LG00700109,0.47758248,E-mail
LG00700109,0.4775825,E-mail
LO00623732,0.47759098,E-mail
PS00455324,0.477592,E-mail
PO00903409,0.4776207,E-mail
LO00623732,0.4776207,E-mail
UO00464888,0.4776207,E-mail
IE00690411,0.4776207,E-mail
GJ00954530,0.4776207,E-mail
IE00690411,0.4776207,E-mail
UO00464888,0.4776207,E-mail
PO00903409,0.4776207,E-mail
BM00267303,0.4777195,E-mail
JW00871191,0.47779468,E-mail
KM00985360,0.47780642,E-mail
WC00908126,0.47780642,E-mail
VT00669708,0.47780642,E-mail
KO00697195,0.47780642,E-mail
SE00934372,0.47788703,E-mail
KW00738728,0.47788703,E-mail
JW00751812,0.47788703,E-mail
EU00814452,0.47788703,E-mail
RW00950935,0.47788703,E-mail
HS00644225,0.47788703,E-mail
UX00638702,0.47788703,E-mail
DP00823956,0.47788703,E-mail
IL00879267,0.47788703,E-mail
WO00935033,0.47788703,E-mail
JE00318143,0.47788703,E-mail
XQ00835661,0.47788703,E-mail
KD00670964,0.47788703,E-mail
VX00448688,0.47788703,E-mail
LX00899688,0.47788703,E-mail
VV00689858,0.47788703,E-mail
AA00689858,0.47788703,E-mail
IG00667219,0.47788703,E-mail
IO00582580,0.47788703,E-mail
QB00351705,0.47788703,E-mail
XU00941753,0.47788703,E-mail
SC00363698,0.47788703,E-mail
RO00411197,0.47788706,E-mail
VX00448688,0.47788706,E-mail
LW00939123,0.47788706,E-mail
SC00363698,0.47788706,E-mail
QB00351705,0.47788706,E-mail
FT00770714,0.47788706,E-mail
IO00582580,0.47788706,E-mail
EU00814452,0.47788706,E-mail
CH00291354,0.47788706,E-mail
JE00318143,0.47788706,E-mail
UX00638702,0.47788706,E-mail
AA00689858,0.47788706,E-mail
JW00751812,0.47788706,E-mail
HS00644225,0.47788706,E-mail
VV00689858,0.47788706,E-mail
KD00670964,0.47788706,E-mail
NO00779908,0.4778982,E-mail
WO00691777,0.47796053,E-mail
PP00626151,0.47799787,E-mail
ES00688086,0.4781065,E-mail
BH00693087,0.47823468,E-mail
QQ00811564,0.4782626,E-mail
AR00931309,0.4782626,E-mail
ML00481624,0.4782626,E-mail
HC00665594,0.47832036,E-mail
KH00823537,0.47837543,E-mail
SO00627673,0.47846738,E-mail
IK00315438,0.47863466,E-mail
AJ00943453,0.4787476,E-mail
AJ00943453,0.4787476,E-mail
RX00668777,0.4787476,E-mail
KR00905175,0.4788088,E-mail
VN00298319,0.47881985,E-mail
UN00947896,0.47898665,E-mail
PG00634077,0.47903174,E-mail
KH00823537,0.47903177,E-mail
TM00520183,0.47909674,E-mail
QZ00602898,0.47909674,E-mail
HC00935780,0.4791267,E-mail
WQ00668786,0.47915754,E-mail
UF00689010,0.4791597,E-mail
MG00636156,0.47923493,E-mail
PE00862195,0.47925338,E-mail
MD00657113,0.47927174,E-mail
CW00659829,0.47932878,E-mail
CW00659829,0.4793288,E-mail
QS00267604,0.47942168,E-mail
QS00267604,0.4794217,E-mail
LO00677832,0.4794217,E-mail
GI00667790,0.4794226,E-mail
KZ00460215,0.4794226,E-mail
PD00669334,0.4794226,E-mail
UT00732615,0.4794226,E-mail
CA00551616,0.4794226,E-mail
DM00682705,0.4794226,E-mail
WS00428572,0.4794226,E-mail
XV00756945,0.4794226,E-mail
YL00624939,0.4794226,E-mail
FV00463530,0.47942263,E-mail
XV00756945,0.47942263,E-mail
YL00624939,0.47942263,E-mail
CA00551616,0.47942263,E-mail
BZ00819800,0.4794341,E-mail
TO00265227,0.47943726,E-mail
NL00581217,0.47943726,E-mail
VZ00379527,0.47943726,E-mail
NL00581217,0.4794373,E-mail
VZ00379527,0.4794373,E-mail
XY00929935,0.47953138,E-mail
CS00639375,0.47953138,E-mail
YK00627071,0.4795951,E-mail
QU00310315,0.4795951,E-mail
KE00872490,0.47960505,E-mail
SE00934372,0.47960505,E-mail
KZ00948489,0.47966376,E-mail
XG00299693,0.479832,E-mail
YS00627667,0.47988293,E-mail
IO00626657,0.47988293,E-mail
BV00680701,0.47995606,E-mail
CQ00698291,0.47996366,E-mail
PH00634642,0.47996366,E-mail
VY00773336,0.480184,E-mail
AZ00477262,0.4802173,E-mail
CY00838312,0.48030958,E-mail
KZ00741067,0.48031235,E-mail
CF00543815,0.48032075,E-mail
EH00366904,0.4803584,E-mail
MD00450426,0.4803584,E-mail
MD00450426,0.48035842,E-mail
EH00366904,0.48035842,E-mail
SS00436429,0.48035842,E-mail
CP00376028,0.48057932,E-mail
VQ00472154,0.48057935,E-mail
SE00670537,0.48057935,E-mail
LP00345337,0.48057935,E-mail
CP00376028,0.48057935,E-mail
HU00799522,0.48061666,E-mail
HW00291397,0.4806448,E-mail
DS00732708,0.48064542,E-mail
EN00927118,0.4807481,E-mail
SD00899642,0.48075873,E-mail
BZ00640887,0.48075873,E-mail
SD00899642,0.48075876,E-mail
BZ00640887,0.48075876,E-mail
BE00817010,0.48080158,E-mail
LZ00674397,0.4808119,E-mail
XI00561941,0.48082694,E-mail
QN00450353,0.48094296,E-mail
PI00473442,0.48102784,E-mail
LH00432894,0.4811179,E-mail
BR00905264,0.48115712,E-mail
ML00697086,0.4812496,E-mail
ML00697086,0.48124963,E-mail
UI00543663,0.4813231,E-mail
SV00272908,0.4813231,E-mail
DF00403402,0.4816158,E-mail
DY00831487,0.48175803,E-mail
SY00623049,0.48179364,E-mail
PE00858542,0.4818274,E-mail
SH00739936,0.4820989,E-mail
IL00699308,0.48210198,E-mail
IL00699308,0.482102,E-mail
AA00660081,0.48217973,E-mail
BP00684908,0.4822143,E-mail
JP00683070,0.48225784,E-mail
RM00665107,0.48225784,E-mail
VI00558977,0.48227575,E-mail
QI00471005,0.48228258,E-mail
SB01117406,0.48232603,E-mail
CS00900161,0.4823761,E-mail
VC00306674,0.48258322,E-mail
LO00554065,0.4826041,E-mail
CY00940765,0.48281828,E-mail
EB00733948,0.48281828,E-mail
FC00667219,0.4829468,E-mail
KY00583306,0.48301172,E-mail
DP00823956,0.48304114,E-mail
BQ00824807,0.48305458,E-mail
VF00787355,0.4831558,E-mail
LW00939123,0.48327184,E-mail
RT00296666,0.48331946,E-mail
LS00672494,0.48342863,E-mail
TH00306042,0.48361382,E-mail
FT00770714,0.48361382,E-mail
CH00291354,0.48361382,E-mail
EQ00811548,0.4837222,E-mail
AX00818389,0.48375732,E-mail
AI00548513,0.48375732,E-mail
FV00295063,0.48413342,E-mail
NX00529682,0.4841787,E-mail
SW00686132,0.48420173,E-mail
YP00604346,0.4842059,E-mail
EN00680742,0.48430523,E-mail
YE00471898,0.48445117,E-mail
GM00697019,0.48445117,E-mail
UC00664733,0.48445117,E-mail
MW00451754,0.48445117,E-mail
QB00669308,0.48445117,E-mail
MW00451754,0.4844512,E-mail
EC00372411,0.4844873,E-mail
ME00691842,0.4844873,E-mail
AJ00411837,0.4844873,E-mail
RX00437325,0.4844873,E-mail
ME00691842,0.4844873,E-mail
II00466674,0.4844873,E-mail
DV00645647,0.4844873,E-mail
EO00354397,0.4844873,E-mail
EC00372411,0.4844873,E-mail
II00466674,0.4844873,E-mail
UQ00412874,0.4844873,E-mail
KA00436458,0.48449555,E-mail
AJ00773315,0.48450026,E-mail
WJ00267497,0.4845052,E-mail
UF00751462,0.4845052,E-mail
WJ00267497,0.48450524,E-mail
UF00751462,0.48450524,E-mail
VT00709599,0.48461825,E-mail
AF00663148,0.48461825,E-mail
QE00898602,0.48461825,E-mail
FP00267108,0.48461825,E-mail
WR00477920,0.48461825,E-mail
IF00373575,0.48461825,E-mail
TD00682569,0.48461825,E-mail
VQ00737439,0.48461825,E-mail
EU00931004,0.48461825,E-mail
FK00631688,0.48461825,E-mail
MW00908177,0.48461825,E-mail
BT00843539,0.48461825,E-mail
DP00267173,0.48461825,E-mail
RO00750224,0.48461825,E-mail
BF00664364,0.48461825,E-mail
YF00355912,0.48461825,E-mail
JI00822373,0.48461825,E-mail
FG00654465,0.48461825,E-mail
JT00703947,0.48461825,E-mail
XB00310835,0.48461825,E-mail
JA00406089,0.48461825,E-mail
HJ00666561,0.48461825,E-mail
TF00667215,0.48461825,E-mail
FM00663219,0.48461825,E-mail
XF00868963,0.48461825,E-mail
IW00449588,0.48461825,E-mail
CK00329106,0.48461825,E-mail
KA00952304,0.48461825,E-mail
KY00401787,0.48461825,E-mail
OM00883292,0.48461825,E-mail
SX00903849,0.48461825,E-mail
WE00451384,0.48461825,E-mail
BA00942259,0.48461825,E-mail
XD00321898,0.48461825,E-mail
HC00343383,0.48461825,E-mail
CL00542214,0.48461825,E-mail
RS00437709,0.48461825,E-mail
YN00690926,0.48461825,E-mail
BH00541123,0.48461825,E-mail
OP00939106,0.48461825,E-mail
NA00372128,0.48461825,E-mail
SH00822857,0.48461825,E-mail
TM00483211,0.48461825,E-mail
